FRUITS_VEGGIES,DAILY_STRESS,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,SLEEP_HOURS,DAILY_SHOUTING,SUFFICIENT_INCOME,TIME_FOR_PASSION,WEEKLY_MEDITATION,WORK_LIFE_BALANCE_SCORE,GENDER_NEW,AGE_GROUP
4,2,4,9,4,1,10,2,10,8,3,2,5,10,699.1,0,1
4,2,4,9,4,1,10,2,10,8,3,2,5,10,699.1,0,1
5,3,2,4,5,1,6,4,10,7,3,2,1,7,671.7,0,2
4,2,8,3,10,1,9,6,4,8,2,1,7,10,694.5,0,1
1,5,3,2,3,1,1,3,1,7,2,1,3,10,596.8,0,0
5,3,1,3,1,1,9,2,5,7,0,2,4,10,691.1,1,2
1,3,6,1,1,2,9,1,7,9,1,2,2,10,640.9,1,1
2,5,4,5,7,2,10,4,10,7,3,2,1,4,661.5,0,2
3,2,10,4,2,2,5,1,1,6,3,1,1,10,622.1,0,2
3,2,10,4,2,2,5,1,1,6,3,1,1,10,622.1,0,2
5,2,10,10,10,1,7,2,8,7,3,2,5,10,747.8,1,1
5,2,7,2,3,1,4,2,7,9,0,1,2,10,690.2,1,1
3,4,3,5,8,1,9,5,3,8,1,2,6,8,694.3,1,2
0,3,2,2,1,2,0,0,1,10,7,1,0,5,551.5,1,1
4,3,7,2,4,1,5,2,6,7,10,1,2,7,645.4,0,1
5,1,4,10,10,2,10,7,4,8,0,2,3,7,697.9,1,3
3,4,1,10,4,2,7,1,5,6,1,1,1,5,633.1,1,1
4,0,10,10,10,2,7,3,4,7,0,2,7,10,738.5,0,3
2,2,2,2,9,1,6,2,6,6,7,2,0,2,641.8,0,2
2,4,5,1,3,2,5,1,1,7,1,1,0,10,603.6,0,2
2,4,5,1,3,2,5,1,1,7,1,1,0,10,603.6,0,2
0,4,9,10,10,1,10,5,2,8,2,2,3,7,706.0,1,3
5,3,10,8,10,2,6,2,10,7,5,2,2,7,687.0,1,2
5,3,10,8,10,2,6,2,10,7,5,2,2,7,687.0,1,2
2,4,7,3,1,2,8,0,5,4,1,2,1,7,637.8,1,3
4,2,3,5,2,1,2,5,5,6,0,1,6,10,651.8,1,3
2,2,4,1,10,2,8,0,4,5,10,1,0,5,614.0,1,2
1,3,3,8,3,1,9,2,1,8,1,2,1,3,649.7,1,1
1,3,3,8,3,1,9,2,1,8,0,2,1,2,648.0,1,1
5,2,6,4,10,1,7,5,10,7,0,2,4,8,722.7,0,3
4,1,10,5,8,1,3,2,9,7,0,2,1,10,731.0,1,3
4,2,4,4,8,1,6,1,8,8,1,2,1,5,690.2,0,3
4,2,3,10,9,2,5,1,6,8,1,2,1,9,674.5,1,3
5,2,6,3,7,1,5,4,7,8,0,2,7,7,713.8,1,1
2,4,6,7,7,2,6,4,5,7,7,2,6,6,657.1,0,2
3,3,5,2,3,2,10,5,3,7,2,2,10,5,658.4,0,2
3,1,10,7,10,1,9,2,9,7,0,2,2,8,739.5,1,3
1,5,10,5,6,1,3,3,5,6,2,2,1,10,651.8,1,1
1,5,5,6,5,1,2,2,4,5,3,2,1,10,634.4,1,1
5,1,9,5,5,1,0,2,10,9,1,2,2,10,714.6,1,1
5,1,10,10,5,1,10,8,10,8,0,2,8,10,780.7,1,3
4,1,7,3,10,2,0,4,1,9,0,2,5,10,700.9,1,3
5,0,10,10,10,1,10,6,10,4,0,2,3,10,781.6,1,3
5,1,10,10,10,1,10,8,10,6,0,2,6,10,799.0,1,3
3,1,10,10,8,1,9,5,8,8,0,2,10,6,734.4,0,2
3,4,3,5,2,1,8,1,5,8,1,1,0,2,628.4,1,2
4,1,4,5,8,1,4,3,2,7,0,2,3,7,678.6,1,3
5,4,5,6,8,1,4,1,8,6,4,2,1,10,681.3,0,3
1,3,10,5,10,2,5,3,8,6,7,2,5,8,693.2,0,2
4,1,6,8,10,2,7,3,7,7,4,2,1,2,659.2,1,2
1,4,5,0,1,2,4,2,5,6,0,1,3,10,607.6,0,1
4,2,5,10,3,1,5,3,5,6,1,2,3,10,704.5,0,3
4,2,5,10,3,1,5,3,5,6,1,2,3,10,704.5,0,3
3,1,9,9,5,1,8,1,2,8,2,2,2,5,699.2,1,1
3,1,7,4,3,1,6,1,1,7,2,2,1,4,671.6,1,1
5,3,3,7,7,1,7,1,9,7,3,2,8,10,707.2,1,3
5,1,8,4,6,1,8,2,4,7,0,1,1,7,680.7,0,2
4,1,10,0,10,2,7,4,9,8,0,1,3,5,670.0,0,0
2,2,2,1,2,1,1,2,1,8,1,2,2,4,607.2,0,2
5,0,0,2,1,1,10,7,10,10,3,2,6,10,709.7,0,0
3,3,4,3,5,1,5,2,5,7,10,2,1,7,641.8,0,1
1,5,5,3,10,1,0,1,5,8,4,2,2,3,636.9,0,1
3,1,7,8,8,2,8,10,5,5,2,2,8,10,719.6,1,3
5,2,1,6,1,2,8,1,3,8,4,2,0,10,658.6,0,3
4,4,7,5,10,2,8,6,3,8,3,1,1,7,655.2,1,0
4,2,5,10,3,1,5,3,5,6,1,2,3,10,704.5,0,3
4,2,5,10,3,1,5,3,5,6,1,2,3,10,704.5,0,3
5,2,7,4,1,1,7,1,3,9,0,2,2,7,660.5,1,3
2,3,10,10,10,2,6,1,1,6,2,1,0,10,649.3,1,2
4,1,6,1,10,2,8,2,6,9,1,2,3,9,673.0,1,2
4,2,5,10,3,1,5,3,5,6,1,2,3,10,704.5,0,3
2,4,1,4,7,2,0,2,5,7,5,2,6,7,619.7,1,3
4,2,5,10,3,1,5,3,5,6,1,2,3,10,704.5,0,3
5,2,6,5,9,1,2,1,10,8,1,2,4,10,714.4,0,2
5,3,2,1,4,2,9,2,10,6,0,2,2,3,647.7,1,2
2,4,3,0,3,2,7,4,3,8,10,2,0,0,600.8,1,2
3,4,10,5,10,2,8,1,3,8,1,2,1,7,685.8,0,3
4,0,8,6,5,1,10,3,5,8,0,2,7,5,723.6,1,1
4,3,5,6,4,1,8,1,6,8,1,2,1,10,689.8,1,0
4,1,5,2,4,2,5,0,2,7,7,2,1,4,612.3,1,0
5,2,10,8,10,1,10,8,2,8,1,2,8,10,740.0,1,1
1,5,7,3,10,1,5,1,4,6,10,2,1,1,607.4,0,1
5,3,3,2,2,1,2,1,2,7,2,2,1,3,627.6,1,3
3,2,9,10,10,1,4,7,6,7,1,2,7,5,715.1,1,2
4,1,10,7,4,1,5,2,1,8,1,2,1,7,709.2,1,2
5,5,2,9,4,1,5,5,6,8,5,2,7,9,705.1,1,1
3,5,3,2,10,2,8,2,2,6,8,2,0,2,583.2,1,2
2,1,5,0,10,2,2,0,3,7,2,2,1,4,615.9,0,3
2,3,6,10,2,2,6,3,3,10,1,2,4,10,694.7,0,1
2,1,10,10,10,2,10,1,6,10,0,2,7,10,714.0,0,2
5,2,10,10,3,1,4,3,8,7,1,2,3,8,705.3,1,2
3,3,2,0,0,1,5,5,7,6,0,1,1,2,642.0,0,2
4,2,4,0,6,2,4,1,3,7,1,1,1,6,600.6,0,1
5,4,10,10,3,1,5,0,8,7,8,1,0,0,620.3,1,2
5,1,10,10,4,1,9,3,10,8,1,2,4,8,751.8,1,2
5,0,2,10,4,1,5,1,4,8,0,1,2,8,663.9,0,0
3,3,10,8,10,1,8,3,5,5,1,2,3,3,711.1,0,1
2,3,10,5,10,2,8,2,5,7,4,1,1,4,628.2,1,2
1,2,10,5,10,1,8,10,6,7,1,1,5,9,727.0,0,0
0,5,5,3,2,2,10,1,1,3,7,2,1,2,563.7,1,1
5,2,3,10,10,1,8,10,10,7,3,2,3,10,760.1,1,2
2,2,1,10,0,1,8,6,10,7,1,2,2,3,663.2,0,2
4,1,5,6,10,1,7,2,4,7,1,2,1,10,706.2,1,3
4,4,6,1,7,1,8,1,6,7,3,2,1,4,664.1,0,3
5,2,10,4,10,1,6,2,8,8,2,1,3,3,681.7,1,1
4,3,1,0,1,2,2,2,3,8,2,1,2,6,583.8,0,2
3,3,0,2,4,1,0,3,10,6,2,2,1,1,620.5,0,2
3,2,7,3,4,1,2,1,3,7,6,2,2,2,627.8,1,0
1,2,4,3,2,1,8,0,2,7,1,2,5,3,637.8,1,2
2,3,10,10,7,1,4,2,10,7,1,2,1,6,693.8,1,2
2,3,10,10,7,1,4,2,10,7,1,2,1,6,693.8,1,2
2,2,6,3,5,1,6,1,3,9,1,1,1,3,635.0,1,1
5,2,5,3,10,1,8,2,8,9,1,2,3,7,710.8,0,1
1,3,1,3,4,2,1,1,1,7,10,1,2,10,596.8,0,2
2,4,3,7,8,2,9,2,3,7,6,2,3,5,636.3,0,2
2,4,3,7,8,2,9,2,3,7,6,2,3,5,636.3,0,2
2,4,3,7,8,2,9,2,3,7,6,2,3,5,636.3,0,2
5,0,8,10,6,2,8,2,2,8,2,2,5,9,706.0,0,3
5,2,4,2,4,1,4,6,10,5,3,2,5,4,684.9,1,1
2,0,1,1,10,1,0,0,4,8,0,2,0,1,612.9,0,0
5,3,7,3,4,1,8,5,10,8,1,2,6,9,728.0,1,2
2,2,10,10,10,2,8,4,7,5,2,2,2,10,704.7,1,2
2,2,10,10,6,1,8,3,5,8,1,1,5,10,703.2,1,3
4,1,6,10,10,1,9,7,9,7,0,2,4,10,756.5,1,3
5,3,10,10,10,2,5,2,2,8,0,2,0,1,666.9,0,2
4,1,10,7,5,2,0,5,1,8,1,1,4,1,629.3,0,3
2,2,1,10,3,1,4,1,2,7,9,2,0,4,614.0,1,2
5,3,7,7,3,2,2,1,3,9,1,2,4,10,662.2,1,3
4,3,10,7,4,1,8,1,7,8,3,2,2,10,705.3,1,3
5,3,8,10,10,1,7,1,5,6,2,2,2,10,719.8,1,2
3,2,3,2,10,1,3,1,10,5,5,2,1,5,657.7,0,0
1,0,4,1,10,2,2,0,8,5,0,2,0,10,638.6,0,1
2,1,5,5,8,2,5,8,2,8,1,2,2,5,689.0,0,1
3,3,10,10,5,1,2,0,1,9,10,1,2,10,644.8,0,1
4,3,4,4,4,1,6,1,7,7,2,1,6,8,652.4,0,1
2,4,9,1,10,1,4,1,4,7,5,1,2,6,622.9,1,1
2,1,1,1,2,2,7,0,3,7,1,2,4,7,627.8,0,1
5,2,10,10,8,1,8,3,5,7,5,1,6,10,718.3,0,2
3,5,4,2,4,1,8,7,10,8,3,2,3,3,661.7,1,0
5,3,5,6,4,2,6,2,6,6,0,2,5,5,667.3,0,2
5,2,3,2,10,1,8,3,4,7,2,2,3,8,665.4,1,1
1,1,10,6,10,2,6,10,10,8,3,2,10,10,751.8,0,0
2,4,2,1,2,1,4,3,5,6,3,2,4,4,617.8,0,1
0,1,10,6,10,2,7,7,8,8,1,2,8,10,736.1,0,0
0,1,10,6,10,2,7,7,8,8,1,2,8,10,736.1,0,0
2,5,5,8,7,2,4,4,8,7,5,1,1,3,620.3,0,1
0,4,2,3,2,1,5,2,2,8,10,2,2,8,595.5,0,0
3,2,10,7,5,1,8,5,3,6,2,2,4,10,734.7,1,0
4,3,8,10,10,2,9,1,2,8,4,2,2,4,651.6,1,2
3,3,4,2,3,1,8,4,3,7,10,2,4,7,648.2,0,2
1,2,7,2,4,1,7,1,1,8,7,2,0,5,636.1,1,1
3,5,5,5,3,1,10,10,8,5,2,1,10,10,699.8,0,0
2,3,3,1,10,2,6,3,8,8,1,2,2,6,640.9,0,3
3,3,6,10,10,2,4,0,7,8,3,2,1,7,676.4,1,2
2,2,7,4,6,1,9,5,8,8,4,2,5,6,688.5,0,0
5,3,10,10,10,1,9,2,10,7,1,2,3,10,748.2,0,3
4,3,3,10,10,2,7,6,10,9,7,2,3,2,661.9,0,1
4,2,8,10,10,1,6,3,3,6,3,1,10,10,716.0,1,3
5,0,10,10,10,2,10,10,6,8,0,2,8,10,778.2,0,2
3,1,8,3,6,1,9,7,10,8,0,2,10,6,734.8,0,1
2,1,10,10,10,2,8,7,5,5,0,2,8,5,734.9,1,3
1,2,3,2,8,1,3,2,3,8,2,1,3,2,616.1,0,1
4,1,4,3,10,1,10,6,9,7,0,2,5,10,697.0,1,3
4,4,10,4,10,2,8,3,4,6,7,2,4,4,675.4,0,1
4,1,4,10,5,2,3,5,5,7,7,2,5,10,718.3,1,2
4,3,4,5,4,1,7,6,7,8,1,1,5,7,659.4,0,2
5,0,0,0,3,2,7,0,7,7,0,1,1,10,626.9,0,1
1,2,3,3,6,2,3,1,4,8,2,2,2,1,604.4,0,1
2,3,10,10,10,1,5,5,10,8,1,2,5,5,760.3,1,2
2,1,5,4,10,1,8,4,2,7,1,2,7,5,687.1,1,2
2,3,10,8,6,1,5,2,4,7,1,2,0,3,682.4,1,2
0,0,3,2,8,2,5,0,1,6,0,1,6,10,620.4,0,0
3,4,3,1,3,2,6,3,8,7,1,2,1,2,610.1,1,2
1,1,5,10,5,1,8,2,6,6,0,1,10,3,680.9,1,0
2,2,6,6,10,1,6,3,7,7,5,2,7,4,671.1,1,2
3,2,5,7,10,1,5,2,7,7,4,2,4,5,683.0,1,2
4,1,8,8,10,1,3,6,6,8,1,1,5,10,717.0,1,3
4,3,3,5,10,2,8,1,8,8,1,2,2,10,688.5,1,3
1,4,2,1,5,2,6,1,3,6,3,1,0,10,593.6,0,2
2,4,5,3,6,2,3,3,5,7,0,2,2,7,638.4,0,1
3,2,2,6,2,2,5,2,4,6,2,2,1,5,643.1,1,3
3,5,1,0,8,1,10,1,8,7,10,2,0,10,622.0,0,3
2,3,6,2,8,1,4,3,2,6,4,2,1,10,649.5,1,2
2,3,2,1,6,1,5,2,6,7,3,2,1,7,653.9,1,2
2,3,3,4,3,1,9,2,6,7,4,2,5,7,657.3,1,3
2,3,5,4,7,2,8,3,5,6,1,2,1,10,667.1,1,2
3,5,1,0,10,1,0,0,10,7,10,2,1,5,632.6,1,1
5,4,6,1,4,1,4,0,8,7,4,2,0,3,666.2,1,2
3,4,2,5,10,2,10,1,5,8,2,2,5,10,648.8,0,2
3,3,10,6,10,1,2,2,8,8,0,2,0,8,691.9,1,1
2,3,2,0,2,2,6,1,4,7,2,2,1,10,626.3,0,1
1,2,2,0,1,2,3,0,2,9,4,1,0,10,588.9,1,1
2,3,6,9,3,2,8,1,1,7,1,1,1,7,608.7,0,2
2,1,4,5,2,2,6,1,1,9,2,1,2,2,617.6,0,1
2,4,2,3,10,2,10,1,2,8,4,2,2,10,651.6,0,2
5,1,10,4,10,1,8,3,10,5,1,2,4,4,718.9,0,0
5,1,10,5,10,1,7,10,10,5,2,2,4,5,729.1,0,0
2,0,2,6,2,2,4,4,1,6,1,2,1,10,671.4,1,3
4,2,5,2,8,1,5,5,1,7,3,1,3,5,622.3,1,1
1,0,10,10,7,1,7,3,1,7,1,1,3,2,634.2,1,1
1,0,10,10,7,1,7,3,1,7,1,1,3,2,634.2,1,1
4,3,5,5,5,1,2,6,2,7,3,2,6,9,682.0,1,1
3,1,4,10,7,1,9,4,3,6,2,1,3,5,688.8,1,1
4,4,6,8,5,1,2,2,4,7,0,2,1,3,656.9,1,2
3,3,6,5,10,2,5,2,2,7,1,2,2,1,661.6,1,3
5,1,5,10,8,1,10,2,10,8,3,2,8,5,755.2,1,1
5,2,10,5,5,1,10,3,5,7,3,2,5,3,697.9,1,1
2,0,10,6,4,2,6,3,1,7,0,1,2,6,671.6,1,3
1,5,5,5,2,1,5,6,10,6,3,1,3,9,663.0,0,1
1,1,6,3,4,1,10,3,2,8,0,2,5,7,672.0,0,3
5,3,10,5,3,1,2,0,8,5,10,2,4,7,665.8,1,1
5,1,4,7,4,1,8,1,6,8,1,1,4,8,688.1,0,1
0,4,8,5,5,2,7,6,6,8,0,2,10,3,677.9,0,1
5,3,10,10,4,1,5,3,8,7,1,2,8,10,734.2,1,2
5,0,6,2,5,1,5,6,6,8,1,1,7,10,694.9,0,0
3,5,2,3,4,1,5,5,5,6,1,1,5,5,656.9,1,1
3,4,3,3,6,2,7,3,4,7,2,2,4,2,639.9,1,1
3,3,5,5,10,1,1,2,10,7,4,2,2,5,681.9,1,3
3,3,3,6,8,2,7,4,6,6,2,2,7,3,677.5,1,3
3,2,10,8,4,2,6,5,6,9,0,2,4,10,693.4,0,0
5,2,6,10,10,1,9,4,5,9,4,2,4,10,713.6,1,1
2,2,10,10,10,1,8,6,7,8,3,1,5,9,703.6,1,1
3,2,10,8,4,2,6,5,6,9,0,2,4,10,693.4,0,0
3,4,5,10,10,2,9,2,8,8,2,2,10,10,714.0,0,1
2,3,10,10,10,2,5,3,2,8,2,2,0,5,689.0,1,1
5,2,4,4,10,2,2,6,7,8,5,2,2,4,674.7,1,0
3,3,10,5,6,1,7,2,6,6,0,2,4,10,731.9,0,2
3,0,5,3,5,1,8,5,5,6,3,2,5,8,692.6,1,2
5,4,2,10,8,1,8,3,5,8,2,2,6,4,679.4,0,3
4,4,5,10,8,1,6,0,4,8,2,2,7,8,703.0,1,1
2,5,4,2,9,1,6,3,2,8,3,2,3,10,646.5,0,1
2,5,4,2,9,1,6,3,2,8,3,2,3,10,646.5,0,1
1,5,5,0,10,1,7,0,5,6,1,1,1,7,624.6,1,1
4,5,10,2,2,1,7,5,10,6,1,2,0,4,674.9,1,1
3,1,5,5,10,1,5,3,4,6,5,2,4,2,692.4,1,2
0,3,2,2,3,1,7,5,3,7,7,2,6,3,632.9,0,0
3,2,10,3,10,1,6,1,5,7,0,2,1,9,687.7,1,0
2,3,10,5,10,1,8,2,6,7,3,1,4,10,699.8,1,0
1,2,8,5,10,1,6,4,10,7,6,2,5,10,709.1,0,0
1,2,4,6,10,1,6,1,8,5,7,1,0,10,652.2,1,0
2,5,8,6,3,1,2,1,5,7,5,1,0,5,595.9,1,0
5,2,9,1,6,1,4,0,4,8,3,2,1,4,648.6,1,0
4,2,5,3,10,1,4,2,4,8,2,2,3,4,672.4,1,0
4,2,5,3,10,1,4,2,4,8,2,2,3,4,672.4,1,0
5,3,9,10,10,1,8,2,4,7,3,1,4,10,696.0,1,0
5,2,4,7,2,1,9,1,7,9,3,1,3,9,681.7,1,0
3,4,8,1,10,1,9,1,8,8,1,2,1,3,702.1,1,0
3,4,8,1,10,1,9,1,8,8,1,2,1,3,702.1,1,0
3,4,8,1,10,1,9,1,8,8,1,2,1,3,702.1,1,0
1,1,3,3,10,1,7,4,5,7,6,2,5,5,682.6,1,0
5,3,4,2,8,1,7,2,6,7,2,2,2,4,689.6,1,0
5,3,10,4,10,1,8,3,4,8,4,2,4,7,699.6,1,0
4,2,5,3,10,1,4,2,4,8,2,2,3,4,672.4,1,0
0,2,5,6,10,2,3,1,3,7,2,2,2,10,673.7,1,2
3,3,8,7,5,1,8,2,8,6,4,2,1,10,700.0,1,2
1,1,3,10,10,2,2,1,5,7,1,2,4,1,633.3,0,1
5,0,4,0,10,1,6,1,3,7,2,2,2,10,683.9,0,0
2,5,8,6,3,1,2,1,5,7,5,1,0,5,595.9,1,0
2,4,3,10,10,1,7,6,3,7,4,2,6,4,689.0,1,1
5,1,7,5,10,1,6,3,9,7,1,2,3,10,727.6,1,0
5,2,10,7,10,1,9,3,9,9,4,2,3,9,722.9,1,0
1,4,10,4,10,1,6,0,7,7,3,2,3,3,657.5,1,0
4,4,5,6,10,1,7,5,4,6,2,2,2,5,653.3,1,0
3,3,6,7,10,1,8,4,7,8,2,2,2,4,698.5,1,0
0,5,7,3,10,1,7,3,10,8,2,2,9,1,653.2,1,0
4,2,7,3,6,1,5,1,7,7,1,1,2,7,650.7,1,0
1,3,5,4,6,1,7,0,3,9,4,2,2,4,633.3,1,0
3,2,10,4,10,1,5,2,7,8,5,2,4,4,690.0,1,0
2,2,10,4,10,1,6,4,9,6,2,2,7,8,701.9,0,0
3,1,7,5,10,1,8,2,7,8,1,2,2,5,722.3,1,0
2,3,6,3,10,1,5,1,10,8,2,2,1,3,663.4,1,0
1,3,4,3,7,1,2,0,3,8,4,1,3,5,605.9,1,0
2,4,10,5,10,1,8,1,6,8,4,2,3,6,694.9,1,0
2,3,10,9,10,1,4,0,4,7,1,2,1,5,694.3,1,0
3,3,3,4,10,2,5,0,6,8,10,1,2,10,618.4,1,0
2,4,3,1,2,1,2,1,6,6,10,2,2,2,619.7,1,0
1,3,5,4,6,1,7,0,3,9,4,2,2,4,633.3,1,0
5,2,6,4,9,2,9,4,3,8,3,2,0,3,643.3,1,3
2,2,5,6,10,1,7,4,10,8,5,2,4,5,687.2,0,0
3,2,5,5,8,1,6,6,6,10,1,2,2,9,707.2,1,0
3,3,3,10,10,2,7,3,9,6,3,2,3,10,684.9,1,2
4,5,10,2,2,1,7,5,10,6,1,2,0,4,674.9,1,1
2,2,3,3,10,1,8,2,10,6,3,2,1,10,669.8,0,2
5,1,5,10,5,1,7,6,10,6,5,2,4,4,734.4,0,1
4,5,10,2,2,1,7,5,10,6,1,2,0,4,674.9,1,1
2,5,1,1,4,1,2,1,2,8,1,2,4,10,661.8,0,2
2,3,4,3,10,1,3,1,9,8,1,2,1,5,634.3,1,2
2,3,2,10,3,1,5,5,1,6,3,1,1,6,622.1,0,0
3,1,10,2,3,1,5,2,6,7,3,2,2,10,711.7,0,3
1,5,3,10,3,2,8,1,7,4,5,2,1,7,651.8,0,2
4,1,5,4,4,1,4,2,3,8,1,2,3,10,690.9,0,3
1,2,2,1,3,2,7,1,1,7,2,2,0,10,598.5,0,2
2,3,2,6,5,2,7,2,1,6,5,2,1,4,606.8,0,3
1,4,2,2,2,2,4,2,2,7,4,1,4,2,574.9,1,1
3,0,3,1,3,1,9,1,4,6,1,2,4,10,641.4,0,1
2,4,2,7,9,2,5,4,3,6,7,1,1,3,632.7,1,1
5,1,10,10,10,1,10,10,3,8,0,2,6,10,752.1,1,3
5,1,8,10,5,2,7,2,10,8,1,2,2,10,721.2,0,3
4,3,9,10,5,1,10,10,4,7,2,1,10,10,731.7,0,1
3,3,7,10,6,1,3,6,10,6,1,1,4,5,697.0,1,0
5,1,6,3,10,1,9,3,10,8,0,2,3,8,724.6,0,2
5,4,10,10,10,1,7,8,10,6,2,2,2,10,732.7,0,2
4,1,7,8,10,1,8,7,7,7,4,2,5,10,756.1,0,1
3,3,10,6,10,1,0,6,8,8,2,2,7,10,714.0,1,0
3,3,10,6,10,1,0,6,8,8,2,2,7,10,714.0,1,0
3,4,8,0,1,1,0,3,2,7,0,1,3,5,631.0,1,3
1,4,10,10,10,2,10,8,10,8,3,2,9,5,722.9,0,3
2,3,3,10,5,1,5,5,1,8,1,2,1,4,648.0,1,1
1,4,4,7,10,2,6,3,1,7,1,2,3,2,632.5,1,2
4,0,1,10,2,1,1,1,1,8,2,2,5,10,673.5,0,3
2,3,2,2,2,2,2,2,1,9,8,1,0,10,573.4,1,2
5,2,6,10,10,2,6,2,10,7,3,2,1,2,698.9,1,3
3,4,2,10,10,1,0,1,2,6,10,1,1,0,625.7,1,0
2,2,6,10,10,1,9,2,7,8,0,2,3,10,735.9,1,3
2,2,6,10,10,1,9,2,7,8,0,2,3,10,735.9,1,3
2,3,10,10,10,1,8,1,10,7,1,2,5,2,715.9,0,1
5,4,1,3,5,1,9,2,10,7,5,2,1,5,656.4,1,3
5,1,10,5,9,2,10,8,8,9,8,2,10,10,738.0,0,0
2,5,10,5,10,2,5,6,10,10,7,2,4,10,657.0,1,0
4,2,7,5,10,2,8,5,6,8,1,2,6,10,734.0,1,0
0,0,10,3,10,2,10,1,4,8,4,1,10,8,648.6,0,0
1,1,1,1,10,1,6,1,1,10,0,1,0,1,619.5,0,0
3,2,4,4,7,1,7,3,5,8,8,2,1,1,665.8,1,0
5,3,8,5,10,2,10,7,8,10,7,1,10,10,716.1,0,0
2,2,8,3,4,1,3,4,5,7,2,1,2,3,635.0,1,0
3,1,8,5,10,2,5,2,9,6,10,2,2,7,693.4,1,0
5,2,10,5,10,1,10,7,6,8,1,2,7,5,739.1,0,0
3,5,10,0,10,1,0,10,10,9,8,2,10,4,699.3,1,0
3,2,10,7,10,1,5,1,6,8,2,2,6,10,715.3,0,0
2,2,8,4,10,2,7,6,10,7,5,1,6,6,692.1,0,0
1,3,4,3,5,2,1,0,3,7,3,2,0,0,605.7,1,0
1,3,7,2,10,1,1,6,5,10,3,1,7,8,669.6,1,0
1,2,5,1,7,2,5,1,10,6,5,1,1,10,615.4,0,0
3,4,10,5,10,1,4,3,10,10,5,2,3,7,723.3,0,0
2,1,10,10,10,1,5,6,8,8,3,2,6,4,715.7,1,0
3,1,6,2,10,1,9,2,4,8,2,2,3,7,696.2,1,0
0,1,3,3,10,1,5,3,7,9,3,2,6,10,680.0,0,0
1,1,10,4,10,1,3,1,1,8,2,2,0,2,661.6,1,0
4,4,8,4,10,1,9,4,7,6,1,2,10,7,701.5,1,0
3,2,10,4,10,1,5,1,6,8,2,2,6,10,700.0,0,0
0,1,3,3,10,1,5,3,7,9,3,2,6,10,680.0,0,0
3,5,10,6,10,2,7,5,9,9,2,2,6,9,682.1,1,0
5,3,8,4,10,2,8,5,4,7,4,2,7,10,709.6,1,0
2,2,10,10,8,1,4,4,9,8,2,2,5,4,710.8,1,0
3,1,4,2,10,1,5,2,10,10,3,1,2,10,679.1,0,0
4,1,5,8,10,1,8,6,7,9,5,2,4,9,720.8,1,0
2,2,10,4,10,1,5,1,6,8,2,2,6,10,696.6,0,0
2,4,6,4,10,1,3,8,5,6,8,2,6,4,651.8,1,0
5,4,10,10,10,1,10,2,10,8,5,2,2,5,734.8,1,0
4,1,5,4,10,1,8,7,7,8,5,2,4,8,695.1,1,0
4,4,3,7,6,1,3,2,2,5,2,1,0,2,600.0,0,3
3,4,4,4,4,1,1,1,10,6,7,2,1,5,622.2,1,3
4,1,9,4,7,2,2,1,3,8,0,2,9,10,675.6,1,2
3,5,1,4,2,1,2,2,2,5,6,1,1,2,567.7,0,3
4,1,5,4,4,1,4,2,3,8,1,2,3,10,690.9,0,3
3,2,10,5,10,2,9,3,9,9,3,2,6,4,685.5,1,0
1,3,9,5,4,2,6,4,2,8,3,2,8,2,665.2,1,3
5,5,5,5,2,2,4,1,1,6,9,1,2,9,596.6,1,2
2,4,2,4,3,1,4,4,7,7,3,2,4,10,683.0,0,1
3,4,3,3,9,2,8,4,6,7,1,1,4,6,616.5,1,1
5,1,2,2,8,1,9,1,10,6,0,2,4,10,717.4,0,3
1,3,4,10,10,2,2,2,2,2,2,2,0,2,585.8,0,3
3,2,8,9,10,1,8,3,4,7,1,2,6,3,716.4,0,3
2,2,7,4,7,2,3,1,8,6,1,2,1,4,623.5,1,3
5,3,6,5,10,2,3,6,3,8,1,2,8,3,667.1,1,3
3,3,10,10,7,1,4,3,4,8,2,2,4,7,697.9,1,2
3,3,7,5,10,1,7,10,10,6,3,2,1,3,700.4,0,2
4,3,4,4,10,2,8,4,5,8,2,2,3,5,677.7,1,3
5,2,6,5,8,2,4,4,10,8,2,2,3,5,682.1,0,3
0,3,3,5,4,1,0,1,3,10,2,2,1,8,619.9,1,0
5,2,5,4,4,1,6,2,10,8,4,2,2,5,682.1,1,1
2,3,7,5,9,1,9,4,7,7,3,2,2,7,696.6,0,0
3,3,0,3,2,1,2,1,1,7,10,1,1,10,591.7,0,2
2,5,7,5,10,2,7,1,7,7,1,1,1,2,626.9,1,2
5,4,4,7,10,1,2,2,7,7,4,2,3,10,677.9,1,1
1,3,2,3,7,2,1,1,6,9,6,2,0,10,599.9,1,0
3,4,5,5,3,1,3,1,1,5,1,2,2,4,644.0,1,2
2,3,7,7,9,1,8,4,5,7,2,1,0,6,680.9,0,1
3,4,1,6,4,1,10,0,7,8,8,2,0,5,656.0,1,2
2,0,10,10,10,1,7,8,2,7,0,1,9,10,721.1,1,2
4,3,4,2,3,1,7,1,5,8,3,2,1,3,643.7,1,3
1,3,6,2,2,1,10,5,5,8,10,2,4,7,653.9,1,2
5,2,10,10,10,2,7,5,6,8,1,1,8,10,715.3,1,1
