Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout
56.77,Male,85.56,1.69,189.23,132.57,50.08,1.77,1842.22,Cardio,28.59816727,3.49,5,3.01,29.96,3.01,-0.02,200.87,80.59,53.75,2366,Pull Sandwich,Snack,Keto,11.46,322.63,277.93,361.5,Grilled,55.34,54.96,1.81,1,Burpees,5.02,23.99,Strengthens lower abs and hip flexors,346.69,"Back, Hamstrings, Glutes",Cable Machine or Resistance Band,Advanced,Chest,Lats,Crunches
33.93,Female,64.38,1.78,169.13,144.15,63.97,1.33,1438.79,Strength,22.68075383,1.79,4.02,2.02,20.32,2.98,0,211.62,84.99,57.28,1731,Maintain Salad,Snack,Vegetarian,12.74,1487.92,167.3,488.42,Raw,8.11,118.32,0.99,0,Pull-ups,3.99,23.06,Targets obliques and improves core rotation,364.26,"Lower Back, Glutes",Kettlebell,Beginner,Forearms,Posterior,Military press
18.77,Male,60.51,1.59,183.97,127.79,53.03,1.15,1012.92,Cardio,27.30236728,2.21,2.04,1.01,23.93,1.99,-0.05,201.97,81.36,54.63,1615,Really Stew,Snack,Balanced,37.38,1822.76,267.53,491.62,Steamed,40.1,109.75,2,0.01,Shoulder Press,2.99,8.11,Targets biceps and forearms,249.64,Calves,Cable Machine,Advanced,Chest,Anterior,Concentration curls
28.33,Female,69.13,1.58,181.99,134.58,49.9,1.49,1073.69,Yoga,28.50902647,2,2.98,2.01,27.69,3,1.01,254.78,101.9,68.03,1995,Part Sandwich,Breakfast,Vegan,2.95,1377.13,153.72,205.51,Grilled,35.01,22.14,4.72,-0.01,Push-ups,5,24,Builds explosive power,335.25,"Lower Abs, Hip Flexors",Dumbbells,Beginner,Abs,Middle,Dumbbell flyes
31.96,Male,97.49,1.96,188.46,137.25,49.93,1.36,1467.58,Strength,26.50229069,3.4,3.01,1.99,25.38,3,0.98,276.79,109.74,73.73,2502,Keep Soup,Snack,Keto,12.48,158.78,216.12,401.47,Boiled,7.09,5.58,4.41,1,Squats,5.01,18.99,Improves cardiovascular fitness,371.13,"Shoulders, Upper Back",Bench or Chair,Beginner,Abs,Lats,Decline dumbbell press
38.76,Male,85.97,1.82,191.07,160.06,72.1,1.96,2807.11,HIIT,28.14838497,3.5,5.03,3.02,25.95,3,3,250.06,99.54,66.37,2466,Fast Rice,Lunch,Keto,31.49,967.13,195.57,416.48,Raw,58.1,33.96,3.8,0,Box Jumps,4.99,16.07,Strengthens lower abs and hip flexors,340.61,"Full Body, Core, Shoulders",Bench or Step,Intermediate,Abs,Upper,Plate pinch
36.52,Male,56,1.57,182.37,123.02,52.99,0.97,961.17,Strength,28.37355837,2.42,2.02,1.01,22.72,2.01,1,208.63,83.47,54.99,1433,Maintain Salad,Breakfast,Low-Carb,20.37,2001.7,222.22,239.06,Roasted,8.77,23,2.2,0.01,Rows,4.01,25.05,Improves posture and back strength,340.72,"Upper Back, Rear Deltoids",None or Dumbbells,Advanced,Chest,Middle,Wrist extension
52.85,Male,47.69,1.76,163.96,149.27,74.17,1.06,1399.2,HIIT,19.11986565,1.5,3.99,2,15.4,4.01,0.01,295.15,118.76,79.09,1410,Together Stew,Snack,Vegan,30.5,1682.65,149.42,273.04,Raw,51.66,118.42,3.69,0,Kettlebell Swings,5.02,17.11,Improves lower back strength,344.91,"Chest, Triceps, Shoulders",Bench or Chair,Beginner,Back,Grip Strength,Lateral raises
18,Female,64.01,1.63,161.7,120.44,73.06,0.66,580.8,Cardio,26.84321536,2.19,3.01,1,24.09,3,-0.01,214.64,85.59,57.27,1758,Country Soup,Lunch,Vegan,43.07,2069.47,4.82,396.21,Boiled,5.6,48.41,2.37,0.01,Push-ups,4,24.97,Improves posture and strengthens upper back,359.03,"Upper Chest, Triceps",Bench or Sturdy Surface,Intermediate,Abs,Wrist Flexors,Leg raises
18,Female,62.43,1.59,190.02,161.38,50.38,1.23,1180.8,Cardio,26.63581173,2.18,4.01,2,24.69,3.01,0,217.52,86.76,58.54,1857,Business Curry,Lunch,Keto,15.12,1253.85,212.37,295.27,Baked,53.46,106.89,2.16,1,Kettlebell Swings,5,17.97,Builds calf muscles,341.52,"Chest, Triceps",Resistance Band or Cable Machine,Beginner,Shoulders,Wrist Extensors,Preacher curls
43.69,Female,42.16,1.66,172.79,134.26,53.17,0.73,481.8,Yoga,21.13820341,1.88,2.01,1,15.3,3.03,0.03,332.81,133.7,88.57,1142,Explain Wrap,Dinner,Keto,7.39,927.13,79.46,474.44,Steamed,55.85,85.58,4.31,-0.01,Bird Dogs,4,20.03,Builds unilateral leg strength and balance,335.87,"Back, Core, Shoulders",Box or Platform,Beginner,Abs,Triceps,Lateral raises
30.47,Male,87.22,1.69,185.09,129.92,64.85,1.74,1810.99,Cardio,29.38181982,3.51,4.01,3.01,30.54,3,4,293.13,116.49,78.24,2619,During Sandwich,Dinner,Low-Carb,29.7,1928.82,61.55,153.18,Roasted,11.15,10.84,1.87,-0.01,Plyometric Push-ups,5,17.96,Builds lower body power,343.62,"Chest, Triceps",Barbell,Advanced,Shoulders,Triceps,Bent-over lateral raises
36.85,Male,76.15,1.82,191.78,120.66,50.15,1.49,1431.59,Cardio,26.70870757,2.8,3.98,2.01,22.99,3.02,0.03,190.36,76.31,50.8,1891,Against Pasta,Snack,Vegan,2.45,2418.4,109.9,331.8,Grilled,39.98,60.13,2.42,1.01,Seated Rows,4.02,18.95,Strengthens triceps and chest,343.73,"Quadriceps, Hamstrings, Glutes",Barbell,Beginner,Abs,Wrist Extensors,Triceps dips
18.8,Female,127.92,1.92,184.44,168.17,69.96,1.26,1211.62,Cardio,32.13748244,3,3.99,2.02,34.7,2.99,0,233.71,93.24,61.85,3376,Tax Pasta,Breakfast,Paleo,17.72,2486.74,265.81,211.02,Steamed,40.98,19.66,1.81,1,Calf Raises,4.01,16.91,Builds explosive power,342.75,Core,Pull-up Bar,Beginner,Abs,Quads,Barbell curls
24.11,Male,58.82,1.76,189.09,129.86,72.93,0.63,415.42,Yoga,23.04219994,1.69,3.04,1,18.99,2.99,4,296.4,119.17,79.57,1760,Station Curry,Snack,Vegetarian,6.13,899.07,125.65,396.65,Roasted,58.11,95.88,4.02,0,Calf Raises,5,21.06,Improves balance and coordination,339.54,"Upper Back, Rear Deltoids",Bench or Chair,Advanced,Abs,Lateral,Concentration curls
41.04,Female,82.17,1.66,176.8,138.34,74.12,1.98,2060.78,Cardio,30.28477658,3.5,4.99,3.01,29.82,3.99,2.02,265.42,106.58,71.22,2327,Executive Curry,Snack,Vegan,45.23,591.33,78.78,222.77,Roasted,27.89,5.72,3.1,0,Dragon Flags,4.01,14.98,Builds explosive upper body power,346.59,"Upper Back, Rear Deltoids",Resistance Band or Cable Machine,Beginner,Shoulders,Wrist Flexors,Leg curls
42.15,Female,60.3,1.74,194.87,140.88,52.12,1.79,2097.52,Strength,20.86606096,2.69,5.02,3.02,19.92,2.99,-0.03,201.73,80.56,53.87,1844,Test Sandwich,Snack,Keto,34.93,2080.29,206.99,428.49,Boiled,9.22,19.88,1.18,0,Plyometric Push-ups,5,15.99,Improves posture and strengthens upper back,364.54,Full Core,Parallel Bars or Chair,Advanced,Shoulders,Anterior,Plate pinch
28.23,Male,79.51,1.59,180.81,130.24,54.05,1.48,1950.34,HIIT,32.37572248,1.51,3.02,1.98,31.45,1.98,0.06,207.92,83.89,56.62,2204,Network Wrap,Lunch,Paleo,17.69,163.98,175.8,289.93,Raw,10.4,95.71,1.51,-0.01,Dead Bugs,5,16.05,Builds calf muscles,359.58,"Core, Shoulders, Legs",Parallel Bars or Chair,Intermediate,Legs,Anterior,Triceps dips
53.32,Female,55.68,1.55,170.93,140.91,53.96,1.13,814.28,Yoga,23.80288036,1.8,3.98,2.01,23.18,2.02,0,218.11,86.97,57.62,1686,Good Wrap,Snack,Vegetarian,39.62,1265.94,117.13,208.38,Boiled,39.11,9.17,1.67,0,Glute Bridges,5,23.99,Targets upper chest,331.29,"Core, Obliques",Bench or Step,Advanced,Arms,Lower Chest,Plate pinch
43.07,Male,66.62,1.85,169.95,121.09,58.27,1.18,1038.4,Cardio,20.62554946,3.2,1.98,1,19.47,2.99,1.01,294.52,116.97,78.33,1625,International Sandwich,Dinner,Paleo,18.37,2220.22,103.57,440.52,Grilled,11.29,69.08,1.42,0,Calf Raises,5.01,23.97,Targets upper chest,368.93,"Lower Back, Glutes",Resistance Band or Cable Machine,Intermediate,Shoulders,Grip Strength,Incline cable crossovers
26.92,Male,103.9,1.68,162.06,134.87,61.98,1.29,1239.43,Cardio,34.33074086,3.48,3.03,2.01,36.81,4.01,2.02,303.62,121.46,81.55,2877,Check Curry,Snack,Balanced,46.8,873.33,259.53,299.74,Fried,17.03,22.53,2.17,0,Inverted Rows,3.98,15.07,Improves shoulder health and posture,351.72,"Quadriceps, Calves, Glutes",Barbell,Intermediate,Forearms,Posterior,Hammer curl
43.35,Male,82.51,1.95,181.1,159.89,69.97,1.89,2206.2,Strength,26.18143017,3.5,5.01,2.97,21.7,4.01,-0.02,278.15,112.06,74.19,2381,Open Soup,Dinner,Vegan,40.48,2464.16,99.44,163.75,Baked,56.98,43.26,1.47,0,Lateral Raises,4,20.91,Builds unilateral leg strength and balance,337.98,"Lower Back, Glutes",None or Dumbbells,Intermediate,Shoulders,Anterior,Bicycle crunches
40.03,Female,62.99,1.53,197.11,142.95,73.33,1.93,1507.72,Yoga,28.83336055,2.7,5.03,3.02,26.91,4.01,3,365.05,146.28,97.25,1952,Fish Sandwich,Breakfast,Low-Carb,27.35,2373.55,214.36,295.64,Steamed,22.37,58.76,4.22,-0.01,Lat Pulldowns,5.01,23.02,Strengthens lower abs,357.99,"Core, Obliques","Bench, Barbell",Intermediate,Abs,Triceps,Bird dog
41.29,Male,43.56,1.77,181.94,165.14,58.1,1.2,792.72,Yoga,18.55093516,1.6,3.01,1.01,13.9,2,0.01,275.13,111.49,74.23,1264,Popular Pasta,Snack,Keto,47.45,334.13,293.4,465.82,Roasted,16.11,80.32,1.8,0.01,Plyo Squats,2.99,12.03,Builds back strength,164.77,"Upper Chest, Triceps",Step or Box,Advanced,Shoulders,Lower,Bicep Curls
19.32,Male,73.18,1.79,177.33,124.77,60.96,0.82,541.2,Yoga,21.10685279,1.62,2.98,1,22.84,3,-0.03,218.96,88.29,58.24,2062,Moment Wrap,Breakfast,Vegetarian,5.17,1170.78,248.88,364.25,Boiled,11.84,43.9,1.14,1,Bicycle Crunches,4.01,24.97,Targets lower abs,332.18,"Core, Lower Back",Low Bar or TRX,Advanced,Abs,Triceps,Concentration curls
30,Male,51.78,1.74,174.2,150.11,64.2,1.09,784.8,Yoga,24.92564864,2,3,2,17.1,2.98,0.05,237.92,94.96,62.69,1524,Begin Curry,Breakfast,Balanced,7.87,2292.03,38.56,496.8,Baked,35.78,104.36,1.67,0,Thrusters,4.98,15.99,Targets obliques and improves core rotation,332.85,"Legs, Shoulders, Core",Pull-up Bar,Intermediate,Chest,Upper,Bird dog
51.69,Female,70.91,1.72,193.87,143.13,65.98,1.31,1732.08,HIIT,27.33075025,2.61,3,2.02,23.97,2.99,0.02,231.65,92.08,61.08,1946,Congress Wrap,Dinner,Keto,18.94,289.93,234.47,152.4,Raw,22.77,94.62,1.32,0,Russian Twists,5,18.95,Enhances full-body coordination and stability,335.2,"Shoulders, Triceps",None or Dumbbell,Beginner,Arms,Lower Chest,Barbell hip thrusts
32.54,Female,62.21,1.63,190.31,160.86,58.16,1.68,2400.55,HIIT,25.79204979,2.69,5.02,2.99,23.41,3.01,0,217.93,87.58,57.79,1806,Painting Sandwich,Lunch,Paleo,36,1467.86,163.95,319.46,Grilled,5.24,44.62,3,0,Pull-ups,4,18.92,Full body workout,330.95,"Lower Abs, Hip Flexors",Wall,Intermediate,Legs,Upper,Incline dumbbell flyes
21.87,Female,51.25,1.59,196.92,139.06,66.12,1.28,1382.4,Strength,24.91711151,1.8,3.07,2,20.27,3,-0.01,201.46,79.89,53.95,1252,Vote Stew,Lunch,Paleo,37.21,1836.59,17.25,304,Boiled,43.33,15.17,3.24,0,Pull-ups,5,21.98,Targets lower abs,331.62,"Back, Core, Shoulders",Bench or Chair,Beginner,Shoulders,Quads,Leg curls
45.08,Female,51.38,1.65,170.2,136.15,50.08,1.44,1266.05,Cardio,23.58927483,2.29,2,1,18.87,3,0.01,233.19,93.15,61.59,1430,Staff Sandwich,Breakfast,Vegan,10.68,1454.39,247.46,151.88,Fried,38.99,30.06,4.56,1,Leg Press,3.99,22.98,Builds unilateral leg strength,335.22,Triceps,Kettlebell,Intermediate,Shoulders,Grip Strength,Bird dog
34.09,Male,66.37,1.62,199.27,163.97,55.91,0.8,792.72,Strength,26.57930595,2.19,2,1.01,25.29,3.02,0.01,208.16,83.98,55.66,1692,Drug Sandwich,Snack,Balanced,37.33,1702.05,231.48,215.75,Baked,11.09,114.34,4.9,0,Flutter Kicks,4.98,15.08,Strengthens core and improves mobility,347.56,"Glutes, Hamstrings, Core",Barbell,Beginner,Arms,Anterior,Incline cable crossovers
58.17,Male,109.07,1.91,197.8,155.84,55.87,1.48,1067.38,Yoga,27.77303969,2.2,3,2.02,29.9,2.99,-0.02,305.8,122.92,82.09,2768,Series Rice,Breakfast,Paleo,15.65,84.57,29.85,390.55,Boiled,8.22,61.13,1.92,0,Burpees,4.98,15.91,Builds chest strength,357.3,"Core, Shoulders, Legs",None or Dumbbells,Advanced,Abs,Lats,Barbell rows
45.59,Male,48.5,1.64,167.88,159.47,67.08,1.25,1352.25,Strength,26.83565657,2.48,4.01,2.02,18.03,3,-0.02,219.37,87.46,58.36,1372,Act Curry,Snack,Low-Carb,25.53,2341.19,54.08,370.22,Grilled,8.55,21.18,2.48,0,Flutter Kicks,5,24.9,Improves core stability and balance,348.02,"Shoulders, Upper Back",Cable Machine,Beginner,Arms,Lateral,Hammer curls
25.05,Female,64.4,1.71,179,167.15,60.91,1.12,1355.2,HIIT,21.37067358,1.79,3,1,22.02,3,-0.04,208.82,82.8,55.86,1688,Believe Wrap,Lunch,Paleo,7.31,1430.32,110.17,208.07,Baked,57.05,71.78,3.2,0,Shoulder Press,5,14.95,Targets biceps and forearms,340.71,"Triceps, Chest",Dumbbells,Intermediate,Legs,Upper,Leg raises
37.35,Female,54.63,1.57,170.31,150.23,61.93,1.31,1298.08,Strength,27.02522772,2.42,3,1.01,22.16,3.01,-0.01,204.42,82.01,54.55,1576,Final Sandwich,Dinner,Vegan,0.28,330.97,129.42,217.49,Steamed,55.66,66.3,1.39,0,Frog Jumps,5,20.96,Improves core rotation strength,344.03,"Upper Back, Rear Deltoids",Barbell,Advanced,Back,Wrist Extensors,Wrist extension
54.23,Female,50.32,1.61,187.99,156.71,66.74,1.49,1806.18,HIIT,24.75825435,2.69,1.98,1.02,19.41,2,0.99,312.49,124.84,83.15,1231,Everyone Wrap,Breakfast,Low-Carb,26.3,1202.2,159.34,457.51,Boiled,13.68,64.02,1.52,0.01,Bulgarian Split Squats,3,9.9,Improves core stability and balance,289.17,"Shoulders, Triceps",Bench or Step,Advanced,Forearms,Wrist Flexors,Cable crossovers
36.43,Male,69.06,1.65,165.01,126.3,65.04,1.23,810.32,Yoga,26.65211342,2.71,2.99,1,25.37,2.01,0.02,256.16,101.94,68.39,1920,Maintain Rice,Snack,Vegan,10.49,110.61,36.86,446.8,Steamed,51.43,36.53,1.57,1,Lat Pulldowns,4.01,14.86,Builds explosive power,341.94,"Upper Chest, Triceps",Dumbbells,Advanced,Chest,Lateral,Decline cable crossovers
18.16,Male,73.38,1.55,172.29,124.49,56.24,0.83,729.07,Cardio,32.08806944,2.01,3,1,30.54,1.99,0.01,188.06,75.78,50.59,1951,Suffer Rice,Breakfast,Balanced,6.06,625.49,293.63,320.69,Raw,54.16,100.95,2.12,0.01,Glute Bridges,4.01,21.95,Builds explosive upper body power,367.63,"Back, Core, Shoulders",Wall,Advanced,Shoulders,Quads,Plate pinch
47.62,Male,68.77,1.74,160.09,167.14,58.16,1.48,1597.07,Strength,21.51063431,2.31,2.98,1.99,22.71,3.02,4.02,308.94,122.86,82.31,1807,Red Rice,Lunch,Vegetarian,48.61,1481.7,207.27,254.27,Steamed,43.6,93.8,3.77,0,Russian Twists,4,17.1,Builds upper body strength,361.66,"Core, Obliques",None or Dumbbell,Advanced,Chest,Wrist Flexors,Leg raises
37.42,Male,102.84,1.89,175.12,167.81,56.74,0.54,356.08,Yoga,30.99245738,3.08,1.96,1,28.79,1.98,1.01,285.22,114.39,76.12,2633,Discussion Sandwich,Dinner,Vegetarian,27.64,410.25,0.76,207.58,Roasted,38.16,102.82,4.59,-0.01,Step-ups,4.99,18,Improves cardiovascular fitness,365.45,Quadriceps,Dumbbells,Beginner,Legs,Lateral,Leg raises
32.14,Female,49.31,1.62,167.05,158.16,74.06,1.18,1556.3,HIIT,19.86285138,2.5,3,1.99,18.79,3.02,-0.01,247.43,99.43,66.25,1346,Believe Wrap,Breakfast,Vegan,25.22,302.42,60.58,386.82,Boiled,35.84,85.38,4.89,0,Superman,5,22.09,Builds unilateral leg strength,330.85,"Glutes, Hamstrings, Core",Cable Machine,Intermediate,Abs,Posterior,Pull-ups
30.09,Male,61.25,1.55,172.15,120.14,52.21,1.3,1405.17,Strength,27.79591484,1.62,2.99,2.01,25.49,2.99,-0.01,197.25,79.67,52.71,1620,Treatment Rice,Breakfast,Vegan,44.27,1611.08,220.14,467.87,Raw,8.14,71.67,4.61,0,Resistance Band Pull-Aparts,4,24.9,Improves balance and leg strength,362.51,"Legs, Shoulders, Core",Pull-up Bar,Beginner,Forearms,Grip Strength,Fat grip dumbbell curl
24.35,Male,60.21,1.79,170.2,164.8,62.91,1.97,1538.96,Yoga,19.74443287,2.68,3.99,3.02,18.79,2.99,0.01,222.66,89.14,59.41,1664,Building Curry,Snack,Low-Carb,3.64,451.87,120.43,440.5,Baked,32.76,120.47,3.5,0,Squats,5,20.12,Improves back strength and posture,345.56,"Back, Biceps",Dumbbells,Advanced,Forearms,Lower Chest,Hanging leg raises
55.87,Female,58.91,1.56,181.73,155.5,57.19,1.26,1665.97,HIIT,24.30438665,2.62,3.99,2.02,24.21,3.01,-0.01,302.69,122.1,80.96,1689,Task Salad,Breakfast,Vegetarian,9.46,1471,113.25,339.06,Steamed,56.43,21.2,1.69,0,Dragon Flags,3,10.1,Builds back strength,175.21,"Legs, Core",Bench or Step,Beginner,Shoulders,Lower Chest,Face pulls
27.59,Female,86.65,1.76,197.18,121.27,60.07,1.21,1160.63,Cardio,32.37718066,3.49,3.02,1.99,27.97,3,2.02,276.43,109.4,73.46,2403,Large Salad,Dinner,Low-Carb,10.22,647.8,50.9,401.23,Baked,10.81,93.57,2.82,0,Plyometric Push-ups,3.99,21.93,Builds unilateral leg strength,343.48,Full Body,Step or Box,Advanced,Chest,Triceps,Hammer curl
25.12,Male,76.46,1.96,180.16,119.42,59.13,0.67,663.3,Strength,24.04088274,2.31,2.99,1,19.9,1.99,-0.07,240.27,97.05,64.21,2041,Discussion Sandwich,Snack,Keto,45.83,383.5,68.22,178.35,Roasted,28.46,100.98,2.54,0,Thrusters,5.01,18.24,Improves posture and strengthens upper back,332.71,"Glutes, Hamstrings",Cable Machine,Advanced,Abs,Middle,Bicep Curls
41.88,Male,76.57,1.97,165.42,157.38,65.05,1.14,1095.31,Cardio,25.52205218,2.61,2.98,2.01,19.73,4.01,-0.01,194.99,78.38,51.54,2220,Recent Rice,Breakfast,Low-Carb,24.87,1837.75,154.3,223.84,Baked,57.06,91.42,2.81,0,Flutter Kicks,4,16.83,Activates and strengthens glutes,348.56,"Legs, Core",None or Dumbbells,Beginner,Chest,Lateral,Dumbbell flyes
34.01,Female,111.91,1.85,162.08,133.87,65.77,1.17,842.4,Yoga,33.83388448,3.57,3.97,2,32.7,2,0.98,284.57,112.18,75.28,3011,When Wrap,Dinner,Paleo,48.61,1466.23,208.01,151.66,Boiled,51.82,73.43,4.11,0.01,Incline Push-ups,3.99,14.76,Targets biceps and forearms,350.32,"Core, Lower Back",Low Bar or TRX,Advanced,Forearms,Lower Chest,Plate pinch
18.05,Female,126.66,1.67,171.68,153.23,60.1,1.46,1927.2,HIIT,35,2.19,2.98,2,45.42,2.99,0,295.7,118.88,78.45,3265,Matter Soup,Lunch,Paleo,10.65,1146.09,-3.57,499.07,Raw,43.52,22.24,1.6,0.01,Jumping Jacks,4.98,23.98,Improves shoulder health and posture,365.46,"Shoulders, Triceps",None or Dumbbell,Beginner,Forearms,Posterior,Romanian deadlifts
31.65,Male,126.44,1.83,198.24,146.26,62.08,1.09,1178.18,Strength,35,2.11,3,2.01,37.76,2.98,0.05,306.18,123.12,81.64,3287,Drop Stew,Lunch,Balanced,44.81,115.38,181.85,289.22,Baked,7.62,54.59,2.2,-0.01,Leg Press,5.01,18.03,Strengthens lower abs,362.61,"Shoulders, Upper Back",Resistance Band or Cable Machine,Beginner,Shoulders,Lower Chest,Seated calf raises
40.05,Female,70.05,1.55,171.04,163.03,73.99,0.86,1040.6,HIIT,30.96431118,1.51,3.01,1,29.16,3.99,0.03,283.55,111.76,74.73,1909,Until Rice,Snack,Balanced,38.01,1933.69,147.86,431.25,Roasted,18.22,9.11,1.49,0.01,Bear Crawls,4.02,24.02,Improves core stability and balance,353.5,"Shoulders, Upper Back",Dumbbells or Barbell,Intermediate,Abs,Lower Chest,Incline cable crossovers
42.77,Female,55.56,1.73,166.98,165.32,61.88,1.68,1964.09,Strength,22.03459272,2.7,4.98,2.99,18.56,3.02,1.01,302.12,121.29,80.75,1440,Parent Sandwich,Snack,Low-Carb,15.47,82.94,231.1,415.57,Roasted,34.02,42.96,3.26,1,Decline Push-ups,4.99,25.12,Improves unilateral leg strength and balance,327.6,Triceps,None or Dumbbell,Beginner,Chest,Wrist Flexors,Dumbbell curls
56.81,Female,81.51,1.86,161.74,145.2,70.22,1.81,2590.29,HIIT,24.35505976,3.5,5,3.01,23.56,3,-0.03,226.58,90.86,60.19,2115,Time Curry,Lunch,Paleo,48.11,2194.64,123.62,305.51,Fried,39.79,107.65,3.9,0.01,Mountain Climbers,5,20.97,Targets abdominal muscles,347.91,"Rear Deltoids, Upper Back",Box or Platform,Beginner,Chest,Wrist Flexors,Bicep Curls
38.21,Male,70.74,1.52,164.02,143.61,65.94,1.19,1570.8,HIIT,27.66516722,1.98,3.99,2,30.62,2.99,-0.01,320.19,127.97,85.18,1902,Stay Wrap,Dinner,Vegan,28.94,1028.62,48.58,233.08,Boiled,20.07,104.21,3.82,0,Lateral Raises,4.99,21.17,Builds chest strength,368.97,"Legs, Shoulders, Core",Bench or Chair,Intermediate,Forearms,Lower Chest,Barbell squats
55.91,Female,88.72,1.68,176.07,152.46,64.95,1.77,1381.66,Yoga,33.54846202,3.5,5,3.01,31.43,3.01,-0.03,196.91,78.21,51.68,2334,Section Salad,Dinner,Paleo,12.15,2218.5,200.91,442.17,Baked,14.8,52.02,5.03,0.01,Flutter Kicks,4,22.95,Improves posture and strengthens upper back,338.84,"Back, Core, Shoulders",Dumbbells,Beginner,Chest,Lower,Close-grip bench press
46.94,Female,40.41,1.76,172.68,131.41,62.96,0.8,968,HIIT,16.37216689,2.21,3.03,1,13.05,4.01,-0.01,251.34,99.57,66.64,1328,Detail Curry,Snack,Balanced,11.16,2279.21,72.46,261.22,Baked,12.84,39.36,2.63,0.01,Deadlift,3.98,17.94,Builds unilateral leg strength and balance,334.02,Triceps,Pull-up Bar,Beginner,Back,Lower Chest,Decline cable crossovers
25.22,Male,104.98,1.88,173.78,155.85,67,1.34,1765.85,HIIT,28.96784778,2.29,2.98,1.98,29.7,4,0.02,197.85,79.85,53.1,2867,Company Soup,Breakfast,Low-Carb,43.49,2091.99,257.08,466.55,Roasted,50.26,37.95,4.02,0.02,Lat Pulldowns,4.01,15,Strengthens lower body,357.67,"Lower Chest, Triceps",None or Dumbbell,Intermediate,Shoulders,Wrist Extensors,Military press
45.12,Male,89.7,1.81,177.87,152.68,69.95,1.69,1977.3,Strength,24.79921394,3.5,5,3,27.38,4.03,-0.01,283.6,113.15,75.36,2638,Mind Stew,Dinner,Keto,20.67,216.65,120.99,456.83,Roasted,29.39,37.88,3.09,0,Tricep Dips,3.98,14.87,Combines lower body and upper body strength,355.44,"Upper Chest, Triceps",Step or Box,Beginner,Back,Lower Chest,Lateral raises
18.85,Female,85.21,1.85,194.9,156.16,61.86,1.66,1940.71,Strength,27.50205104,3.49,4.04,2.99,24.9,2.99,0.02,314.61,125.15,83.93,2440,Heart Stew,Dinner,Low-Carb,17.31,265.95,148.9,122.61,Steamed,11.21,91.02,1.09,-0.01,Lat Pulldowns,5.01,17.08,Improves lower back strength,363.72,"Glutes, Hamstrings, Core",Kettlebell,Advanced,Legs,Quads,Bent-over lateral raises
52.28,Male,82.15,1.72,166.27,136.96,52.79,1.02,979.2,Cardio,26.23989802,2.73,4.02,2,27.77,3,0,222.12,88.64,59.16,2206,Today Wrap,Dinner,Vegetarian,6.77,1175.8,243.98,420.87,Boiled,28,119.78,4.53,0,Renegade Rows,4,17,Improves back strength and posture,342.13,"Shoulders, Upper Back",Barbell,Intermediate,Back,Upper,Face pulls
20.31,Female,76.43,1.62,168.27,132.17,50.8,1.36,1305.6,Cardio,29.39557828,2.61,3.99,2,29.12,2.01,0.99,200.77,80.5,53.3,2094,Under Salad,Snack,Low-Carb,33.32,1035.88,222.9,462.67,Steamed,22.48,45.58,4.41,0,Rows,4,23,Improves lower back strength,331.98,"Biceps, Forearms",Parallel Bars or Chair,Advanced,Chest,Middle,Bent-over lateral raises
35.1,Male,43.89,1.62,196.15,157.36,65.15,0.57,689.7,HIIT,18.700012,2,2.02,1,16.72,1.97,0.03,170.94,68.59,46.07,1281,Fight Wrap,Snack,Keto,42.34,1366.95,84.82,472.09,Fried,47.26,18.72,4.26,0,Tricep Extensions,4,20.02,Builds back strength,337.14,"Lower Back, Glutes",Dumbbells or Barbell,Beginner,Arms,Lats,Hammer curls
30.19,Female,77.76,1.78,165.87,130.04,62.01,1.41,1859.65,HIIT,26.25514926,2.57,4.01,1.99,24.54,3.98,-0.01,284.52,114.08,76.54,2071,High Soup,Lunch,Vegan,34.31,1200.94,253.46,364.78,Baked,29.99,14.31,3.1,0,Squats,5.01,15.06,Builds lower body power,351.28,Lower Abs,Bench or Step,Intermediate,Back,Lower,Leg raises
55.55,Male,62.72,1.86,198.13,143.77,53.07,1.38,993.6,Yoga,20.48472402,2.89,3.99,2,18.13,2.99,0.01,152.5,61.33,40.94,1671,Maintain Salad,Lunch,Balanced,18.43,104.91,54.29,203.54,Roasted,12.21,15.98,3.8,0.01,Plyo Squats,4.99,21.85,Combines lower body and upper body strength,359.6,Core,Dumbbells or Barbell,Intermediate,Back,Upper,Bicep Curls
32.61,Female,46.15,1.9,193.01,143.34,50.01,1.45,1920.38,HIIT,15.57161757,2.91,2.96,2.04,12.78,3.01,-0.01,178.08,71.33,47.78,1252,To Sandwich,Dinner,Paleo,15.43,2295.69,31.17,376.28,Steamed,46.07,86.01,3.68,1,Thrusters,4,24.04,Improves flexibility,337.67,"Obliques, Core",Barbell,Beginner,Chest,Posterior,Concentration curls
