FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,WORK_LIFE_BALANCE_SCORE,GENDER_Male
5,2,10,6,5,6,7,0,1,6,8,8,3,9,0,10,2,5,6,10,0,709.1,True
5,5,2,3,1,1,0,0,2,1,1,5,1,9,5,8,1,1,0,2,1,553.8,False
3,4,2,4,1,7,1,2,2,3,3,7,3,8,5,4,2,7,0,10,1,630.5,False
2,1,10,8,10,6,3,2,1,8,7,6,3,8,0,3,2,8,4,2,0,710.2,False
3,1,10,10,10,7,10,5,1,8,5,8,10,5,8,1,2,10,4,10,2,754.2,False
3,3,8,6,4,10,5,2,2,4,3,6,2,6,0,1,1,10,1,7,2,657.1,False
2,5,3,4,3,10,2,0,1,9,3,10,2,6,8,9,1,2,2,4,1,610.3,False
1,3,1,0,0,2,1,1,2,1,0,1,0,7,10,7,2,2,0,10,1,556.0,True
4,5,4,1,3,10,0,0,2,0,1,5,0,6,10,10,1,0,0,7,1,554.9,True
3,1,10,2,10,5,2,5,2,7,4,2,1,6,0,0,2,4,4,10,2,683.5,True
5,2,10,3,6,6,5,2,1,10,2,10,5,8,1,7,2,10,5,10,1,721.2,False
2,3,7,6,5,10,3,3,2,9,5,4,2,7,0,1,2,4,4,3,1,668.8,True
2,2,10,5,2,10,2,1,2,7,3,5,5,7,5,5,1,1,5,10,2,638.4,True
5,5,5,2,2,0,2,2,2,5,1,2,1,6,10,7,1,3,0,2,1,559.4,False
2,4,4,3,0,10,9,1,1,6,3,7,10,8,7,2,2,10,2,7,2,679.8,True
2,1,3,2,3,1,3,2,2,4,2,5,3,5,2,0,2,7,5,4,1,632.9,True
5,3,10,10,6,10,5,1,1,8,2,6,2,8,5,1,2,10,10,6,2,722.1,False
5,2,3,2,10,6,10,4,2,3,3,1,10,7,10,0,2,10,2,10,3,683.5,False
4,3,8,5,10,7,5,2,1,9,4,7,5,5,7,3,2,10,1,3,1,691.1,False
3,0,3,10,2,3,4,1,1,8,2,9,7,7,0,1,2,7,7,5,2,702.1,True
4,3,10,10,10,10,10,5,1,10,4,7,10,7,0,3,2,10,1,10,3,764.6,False
4,2,3,5,2,4,5,5,1,8,2,8,2,7,0,0,2,10,1,10,3,701.9,True
5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,2,656.7,True
3,3,3,10,10,10,10,5,2,8,5,2,5,5,0,5,2,10,4,6,3,703.7,False
2,3,7,6,3,10,3,4,2,9,1,2,5,7,10,1,2,4,1,7,1,648.0,False
5,1,4,5,10,3,1,3,1,3,1,7,1,7,0,0,2,9,1,4,3,683.0,False
1,1,10,5,1,5,6,1,1,5,1,3,1,8,10,0,2,3,1,6,1,643.3,True
3,4,3,10,5,4,2,2,2,9,2,2,2,9,0,0,1,10,2,5,2,643.3,True
1,2,4,7,8,8,2,5,2,9,8,3,4,7,1,1,2,6,1,7,2,682.2,False
4,3,10,5,2,2,3,1,1,5,1,2,7,7,0,10,2,5,1,5,2,646.3,False
3,3,1,6,4,3,1,2,1,4,2,5,1,5,10,2,2,10,1,2,2,626.1,True
1,2,6,8,3,3,0,2,2,4,1,2,1,9,3,1,2,2,1,7,1,622.9,False
5,4,3,5,8,5,9,1,2,5,1,4,3,7,10,5,1,9,3,10,2,633.1,False
1,3,4,5,6,3,6,0,2,6,7,4,1,8,0,7,1,3,2,3,2,609.5,True
1,4,0,10,10,10,6,5,2,0,0,10,0,6,10,4,2,4,0,0,2,625.6,False
4,5,1,2,10,10,6,5,2,4,2,10,5,8,10,1,2,3,3,3,2,656.6,False
2,4,10,4,10,10,3,1,2,8,2,4,2,8,0,4,2,10,1,3,2,663.9,True
5,2,7,7,10,3,10,0,1,2,2,9,10,9,0,1,1,10,1,7,2,704.2,False
3,3,7,2,10,4,2,2,1,3,2,6,4,8,0,4,2,4,2,6,2,666.0,True
1,2,0,5,2,10,2,1,1,8,3,8,0,7,6,4,2,4,4,3,3,642.4,True
3,1,3,7,6,10,5,1,2,6,6,8,5,7,0,4,2,3,7,7,2,686.6,False
3,1,4,2,2,6,1,2,1,7,0,6,3,9,0,0,2,2,0,6,3,659.4,True
5,3,10,10,6,10,5,1,1,8,2,6,2,8,5,1,2,10,10,6,2,722.1,False
3,1,0,1,1,1,0,1,1,9,1,5,0,7,10,0,2,0,8,5,3,621.4,True
3,3,10,7,10,10,1,5,1,5,7,9,7,7,0,7,2,5,7,10,2,731.0,False
1,3,10,10,0,10,4,1,1,6,1,10,1,8,0,2,1,1,1,10,1,663.4,True
2,3,3,8,5,4,7,2,1,7,5,4,4,7,0,2,1,5,8,4,0,667.1,False
2,5,1,3,5,2,1,0,2,5,4,4,2,8,0,1,1,1,1,3,2,585.7,False
3,2,6,2,2,3,1,1,1,4,1,5,5,8,0,3,1,6,2,1,2,626.7,False
2,5,2,1,2,5,3,5,2,4,2,4,1,6,0,3,1,5,1,3,1,597.2,False
3,2,0,1,3,5,7,4,1,10,8,4,2,8,6,3,2,5,3,9,1,675.8,False
5,1,5,5,6,3,8,3,1,10,6,10,10,8,0,0,2,4,5,3,3,729.7,False
5,3,10,10,4,2,3,3,1,7,4,6,0,8,0,1,2,10,2,7,2,703.4,False
3,4,7,6,8,3,2,0,1,5,2,8,3,6,5,6,2,3,4,10,1,655.8,False
2,2,4,5,2,2,1,2,1,3,3,5,1,8,0,2,1,5,1,4,1,625.0,True
0,1,10,6,0,5,0,0,2,2,0,3,1,7,0,1,2,5,1,10,1,626.1,True
2,4,10,4,3,6,6,2,1,6,3,5,0,7,0,0,1,4,5,4,1,653.7,False
5,0,1,1,1,10,10,0,1,10,5,5,5,10,0,0,2,6,10,10,1,724.0,True
2,2,10,5,4,5,5,1,1,3,4,6,0,7,4,4,2,6,9,5,1,670.9,True
5,0,1,10,10,10,10,5,2,8,5,6,6,6,10,1,2,3,1,5,2,699.6,False
5,1,2,2,1,3,1,0,2,9,3,6,5,7,0,2,2,3,0,4,1,635.2,False
2,4,10,10,5,4,5,5,1,3,1,4,0,6,2,10,1,10,7,5,2,655.0,False
5,3,10,6,2,3,2,1,1,8,1,5,0,7,0,1,1,5,1,10,1,657.1,True
2,3,2,4,2,3,4,1,2,5,2,5,3,9,5,2,1,6,3,7,1,611.6,True
2,4,10,8,5,10,5,5,2,6,1,2,0,8,4,1,2,10,1,7,2,672.0,True
2,2,2,3,3,2,4,3,2,2,1,1,0,5,0,4,1,4,2,2,2,584.5,True
4,4,10,3,5,6,6,5,1,6,1,10,2,8,0,4,1,7,1,10,3,685.5,False
4,4,1,2,0,4,2,0,2,2,1,2,3,6,5,10,1,2,0,3,2,550.9,True
1,2,2,2,6,1,2,1,2,2,1,2,0,6,1,3,2,6,2,6,2,603.6,True
5,1,3,5,5,5,2,4,1,6,0,8,5,7,0,0,2,3,2,5,2,686.6,False
3,2,5,10,8,10,5,5,2,6,1,7,5,6,0,5,2,10,3,5,2,696.4,False
5,2,3,4,4,7,2,2,1,5,2,10,1,7,0,5,2,2,3,7,1,670.0,True
4,3,2,7,4,4,0,1,2,8,1,6,2,7,5,7,2,2,0,7,3,618.2,False
3,2,5,10,8,10,7,4,2,3,3,5,3,7,0,0,2,4,3,3,3,684.3,False
3,2,10,3,3,3,5,2,1,6,1,2,3,8,0,2,2,3,3,6,1,665.2,False
4,1,10,5,4,5,3,3,1,7,1,8,2,9,0,4,2,3,5,10,1,700.6,True
4,3,2,4,10,6,3,3,2,4,5,3,1,7,10,5,2,10,10,7,3,656.7,False
4,3,6,8,8,8,10,3,1,7,8,10,3,7,3,4,2,10,8,10,0,741.4,False
2,2,8,4,1,4,1,0,2,5,7,2,0,7,0,2,1,4,8,9,2,627.6,True
3,2,0,8,5,6,3,0,1,6,5,1,5,5,10,5,1,5,0,3,2,611.7,True
2,3,10,3,0,5,1,0,1,7,3,8,1,6,6,0,2,1,4,7,1,645.6,True
4,1,10,10,6,3,5,5,2,8,5,4,3,7,3,2,2,10,4,7,1,704.5,False
4,4,10,3,3,10,4,1,1,6,1,6,5,7,0,1,2,10,1,4,1,684.5,False
4,2,10,4,9,4,3,0,1,10,2,10,3,8,10,3,2,10,5,10,1,699.1,True
5,3,3,2,4,5,1,0,1,6,4,10,2,7,0,3,2,10,1,7,2,671.7,True
4,2,8,8,3,10,3,2,1,9,6,4,0,8,0,2,1,5,7,10,1,694.5,True
1,5,1,3,2,3,10,1,1,1,3,1,0,7,10,2,1,4,3,10,0,596.8,True
5,3,7,1,3,1,4,5,1,9,2,5,2,7,0,0,2,6,4,10,2,691.1,False
1,3,9,6,1,1,4,0,2,9,1,7,0,9,0,1,2,1,2,10,1,640.9,False
2,5,4,4,5,7,10,0,2,10,4,10,10,7,10,3,2,10,1,4,2,661.5,True
3,2,6,10,4,2,1,3,2,5,1,1,1,6,8,3,1,10,1,10,2,622.1,True
5,2,10,10,10,10,5,2,1,7,2,8,7,7,0,3,2,10,5,10,1,747.8,False
5,2,5,7,2,3,8,2,1,4,2,7,5,9,0,0,1,10,2,10,1,690.2,False
3,4,8,3,5,8,6,2,1,9,5,3,8,8,6,1,2,5,6,8,2,694.3,False
0,3,0,2,2,1,0,1,2,0,0,1,0,10,0,7,1,3,0,5,1,551.5,False
4,3,6,7,2,4,6,1,1,5,2,6,0,7,0,10,1,10,2,7,1,645.4,True
5,1,2,4,10,10,2,5,2,10,7,4,3,8,0,0,2,1,3,7,3,697.9,False
3,4,2,1,10,4,0,5,2,7,1,5,2,6,0,1,1,10,1,5,1,633.1,False
4,0,3,10,10,10,8,3,2,7,3,4,10,7,0,0,2,10,7,10,3,738.5,True
2,2,8,2,2,9,2,3,1,6,2,6,0,6,0,7,2,2,0,2,2,641.8,True
2,4,10,5,1,3,2,0,2,5,1,1,0,7,0,1,1,4,0,10,2,603.6,True
0,4,10,9,10,10,3,5,1,10,5,2,0,8,0,2,2,7,3,7,3,706.0,False
5,3,5,10,8,10,3,3,2,6,2,10,2,7,5,5,2,10,2,7,2,687.0,False
2,4,0,7,3,1,0,5,2,8,0,5,10,4,0,1,2,3,1,7,3,637.8,False
4,2,5,3,5,2,5,1,1,2,5,5,2,6,10,0,1,10,6,10,3,651.8,False
2,2,10,4,1,10,1,1,2,8,0,4,0,5,0,10,1,10,0,5,2,614.0,False
1,3,2,3,8,3,2,5,1,9,2,1,0,8,6,1,2,10,1,3,1,649.7,False
1,3,2,3,8,3,3,4,1,9,2,1,0,8,6,0,2,10,1,2,1,648.0,False
5,2,7,6,4,10,5,0,1,7,5,10,10,7,2,0,2,6,4,8,3,722.7,True
4,1,7,10,5,8,4,5,1,3,2,9,10,7,0,0,2,6,1,10,3,731.0,False
4,2,6,4,4,8,1,5,1,6,1,8,1,8,0,1,2,8,1,5,3,690.2,True
4,2,5,3,10,9,2,3,2,5,1,6,2,8,0,1,2,5,1,9,3,674.5,False
5,2,6,6,3,7,6,2,1,5,4,7,2,8,0,0,2,10,7,7,1,713.8,False
2,4,5,6,7,7,7,4,2,6,4,5,3,7,6,7,2,5,6,6,2,657.1,True
3,3,2,5,2,3,8,1,2,10,5,3,8,7,5,2,2,3,10,5,2,658.4,True
3,1,8,10,7,10,7,2,1,9,2,9,6,7,0,0,2,10,2,8,3,739.5,False
1,5,2,10,5,6,5,3,1,3,3,5,0,6,5,2,2,5,1,10,1,651.8,False
1,5,5,5,6,5,2,2,1,2,2,4,2,5,5,3,2,5,1,10,1,634.4,False
5,1,10,9,5,5,2,2,1,0,2,10,3,9,0,1,2,10,2,10,1,714.6,False
5,1,5,10,10,5,10,5,1,10,8,10,10,8,0,0,2,5,8,10,3,780.7,False
4,1,0,7,3,10,6,5,2,0,4,1,10,9,0,0,2,10,5,10,3,700.9,False
5,0,10,10,10,10,5,5,1,10,6,10,10,4,0,0,2,10,3,10,3,781.6,False
5,1,10,10,10,10,10,5,1,10,8,10,10,6,0,0,2,10,6,10,3,799.0,False
3,1,1,10,10,8,3,2,1,9,5,8,10,8,0,0,2,4,10,6,2,734.4,True
3,4,4,3,5,2,4,2,1,8,1,5,1,8,0,1,1,4,0,2,2,628.4,False
4,1,5,4,5,8,2,3,1,4,3,2,1,7,0,0,2,5,3,7,3,678.6,False
5,4,5,5,6,8,5,3,1,4,1,8,1,6,5,4,2,10,1,10,3,681.3,True
1,3,10,10,5,10,10,0,2,5,3,8,10,6,3,7,2,10,5,8,2,693.2,True
4,1,1,6,8,10,4,3,2,7,3,7,2,7,0,4,2,0,1,2,2,659.2,False
1,4,2,5,0,1,3,0,2,4,2,5,2,6,0,0,1,9,3,10,1,607.6,True
4,2,5,5,10,3,4,5,1,5,3,5,3,6,0,1,2,8,3,10,3,704.5,True
3,1,10,9,9,5,4,5,1,8,1,2,3,8,0,2,2,2,2,5,1,699.2,False
3,1,10,7,4,3,4,4,1,6,1,1,3,7,0,2,2,3,1,4,1,671.6,False
5,3,1,3,7,7,8,4,1,7,1,9,4,7,7,3,2,10,8,10,3,707.2,False
5,1,10,8,4,6,3,2,1,8,2,4,2,7,0,0,1,5,1,7,2,680.7,True
4,1,0,10,0,10,3,0,2,7,4,9,7,8,0,0,1,10,3,5,0,670.0,True
2,2,3,2,1,2,1,1,1,1,2,1,1,8,10,1,2,7,2,4,2,607.2,True
5,0,3,0,2,1,4,1,1,10,7,10,8,10,0,3,2,5,6,10,0,709.7,True
3,3,4,4,3,5,4,1,1,5,2,5,2,7,0,10,2,5,1,7,1,641.8,True
1,5,5,5,3,10,1,5,1,0,1,5,2,8,10,4,2,10,2,3,1,636.9,True
3,1,3,7,8,8,7,4,2,8,10,5,5,5,2,2,2,10,8,10,3,719.6,False
5,2,5,1,6,1,2,3,2,8,1,3,3,8,0,4,2,10,0,10,3,658.6,True
4,4,7,7,5,10,4,3,2,8,6,3,3,8,0,3,1,2,1,7,0,655.2,False
4,2,5,5,10,3,4,5,1,5,3,5,3,6,0,1,2,8,3,10,3,704.5,True
5,2,5,7,4,1,5,0,1,7,1,3,0,9,0,0,2,0,2,7,3,660.5,False
2,3,2,10,10,10,3,5,2,6,1,1,0,6,0,2,1,6,0,10,2,649.3,False
4,1,3,6,1,10,2,1,2,8,2,6,6,9,0,1,2,2,3,9,2,673.0,False
2,4,3,1,4,7,2,4,2,0,2,5,0,7,4,5,2,4,6,7,3,619.7,False
5,2,10,6,5,9,4,1,1,2,1,10,2,8,0,1,2,10,4,10,2,714.4,True
5,3,4,2,1,4,4,1,2,9,2,10,2,6,0,0,2,4,2,3,2,647.7,False
2,4,4,3,0,3,1,5,2,7,4,3,0,8,0,10,2,3,0,0,2,600.8,False
3,4,4,10,5,10,4,5,2,8,1,3,9,8,0,1,2,5,1,7,3,685.8,True
4,0,10,8,6,5,3,2,1,10,3,5,5,8,0,0,2,7,7,5,1,723.6,False
4,3,10,5,6,4,6,5,1,8,1,6,3,8,10,1,2,5,1,10,0,689.8,False
4,1,2,5,2,4,3,1,2,5,0,2,3,7,5,7,2,5,1,4,0,612.3,False
5,2,8,10,8,10,6,0,1,10,8,2,1,8,0,1,2,10,8,10,1,740.0,False
1,5,3,7,3,10,1,1,1,5,1,4,5,6,10,10,2,5,1,1,1,607.4,True
5,3,8,3,2,2,1,0,1,2,1,2,0,7,0,2,2,4,1,3,3,627.6,False
3,2,3,9,10,10,4,1,1,4,7,6,7,7,2,1,2,9,7,5,2,715.1,False
4,1,10,10,7,4,3,5,1,5,2,1,5,8,0,1,2,8,1,7,2,709.2,False
5,5,9,2,9,4,6,3,1,5,5,6,5,8,0,5,2,7,7,9,1,705.1,False
3,5,2,3,2,10,3,0,2,8,2,2,0,6,10,8,2,4,0,2,2,583.2,False
2,1,2,5,0,10,1,2,2,2,0,3,0,7,0,2,2,2,1,4,3,615.9,True
2,3,10,6,10,2,10,0,2,6,3,3,6,10,0,1,2,10,4,10,1,694.7,True
2,1,10,10,10,10,2,0,2,10,1,6,3,10,0,0,2,7,7,10,2,714.0,True
5,2,5,10,10,3,4,3,1,4,3,8,3,7,4,1,2,8,3,8,2,705.3,False
3,3,3,2,0,0,7,4,1,5,5,7,3,6,0,0,1,7,1,2,2,642.0,True
4,2,8,4,0,6,0,0,2,4,1,3,0,7,3,1,1,2,1,6,1,600.6,True
5,4,2,10,10,3,3,1,1,5,0,8,0,7,6,8,1,5,0,0,2,620.3,False
5,1,5,10,10,4,10,5,1,9,3,10,2,8,0,1,2,10,4,8,2,751.8,False
5,0,3,2,10,4,3,0,1,5,1,4,10,8,5,0,1,4,2,8,0,663.9,True
3,3,10,10,8,10,10,3,1,8,3,5,5,5,8,1,2,10,3,3,1,711.1,True
2,3,1,10,5,10,2,2,2,8,2,5,1,7,0,4,1,4,1,4,2,628.2,False
1,2,3,10,5,10,10,3,1,8,10,6,10,7,0,1,1,10,5,9,0,727.0,True
0,5,4,5,3,2,1,0,2,10,1,1,0,3,10,7,2,5,1,2,1,563.7,False
5,2,8,3,10,10,10,5,1,8,10,10,3,7,0,3,2,10,3,10,2,760.1,False
2,2,0,1,10,0,7,2,1,8,6,10,1,7,5,1,2,5,2,3,2,663.2,True
4,1,6,5,6,10,2,2,1,7,2,4,5,7,0,1,2,10,1,10,3,706.2,False
4,4,9,6,1,7,2,1,1,8,1,6,2,7,0,3,2,6,1,4,3,664.1,True
5,2,7,10,4,10,3,3,1,6,2,8,2,8,1,2,1,4,3,3,1,681.7,False
4,3,7,1,0,1,0,0,2,2,2,3,0,8,0,2,1,0,2,6,2,583.8,True
3,3,0,0,2,4,1,2,1,0,3,10,0,6,0,2,2,3,1,1,2,620.5,True
3,2,3,7,3,4,2,3,1,2,1,3,4,7,7,6,2,3,2,2,0,627.8,False
1,2,4,4,3,2,1,0,1,8,0,2,5,7,0,1,2,3,5,3,2,637.8,False
2,3,5,10,10,7,3,4,1,4,2,10,4,7,0,1,2,2,1,6,2,693.8,False
2,2,8,6,3,5,5,0,1,6,1,3,1,9,0,1,1,2,1,3,1,635.0,False
5,2,4,5,3,10,2,5,1,8,2,8,4,9,4,1,2,10,3,7,1,710.8,True
1,3,5,1,3,4,2,1,2,1,1,1,5,7,0,10,1,10,2,10,2,596.8,True
2,4,5,3,7,8,4,1,2,9,2,3,5,7,10,6,2,10,3,5,2,636.3,True
5,0,10,8,10,6,2,5,2,8,2,2,1,8,0,2,2,5,5,9,3,706.0,True
5,2,3,4,2,4,7,4,1,4,6,10,5,5,7,3,2,8,5,4,1,684.9,False
2,0,0,1,1,10,0,0,1,0,0,4,0,8,0,0,2,0,0,1,0,612.9,True
5,3,10,7,3,4,8,2,1,8,5,10,1,8,0,1,2,10,6,9,2,728.0,False
2,2,8,10,10,10,3,2,2,8,4,7,4,5,0,2,2,10,2,10,2,704.7,False
2,2,3,10,10,6,5,3,1,8,3,5,10,8,0,1,1,4,5,10,3,703.2,False
4,1,6,6,10,10,6,4,1,9,7,9,7,7,0,0,2,8,4,10,3,756.5,False
5,3,5,10,10,10,0,5,2,5,2,2,10,8,10,0,2,4,0,1,2,666.9,True
4,1,1,10,7,5,4,2,2,0,5,1,1,8,7,1,1,10,4,1,3,629.3,True
2,2,3,1,10,3,5,2,1,4,1,2,2,7,10,9,2,3,0,4,2,614.0,False
5,3,4,7,7,3,2,2,2,2,1,3,2,9,0,1,2,7,4,10,3,662.2,False
4,3,10,10,7,4,3,3,1,8,1,7,1,8,0,3,2,7,2,10,3,705.3,False
5,3,6,8,10,10,5,5,1,7,1,5,10,6,10,2,2,10,2,10,2,719.8,False
3,2,4,3,2,10,4,2,1,3,1,10,1,5,0,5,2,5,1,5,0,657.7,True
1,0,6,4,1,10,0,2,2,2,0,8,1,5,0,0,2,1,0,10,1,638.6,True
2,1,5,5,5,8,8,3,2,5,8,2,10,8,2,1,2,8,2,5,1,689.0,True
3,3,10,10,10,5,2,1,1,2,0,1,0,9,0,10,1,5,2,10,1,644.8,True
4,3,5,4,4,4,2,1,1,6,1,7,1,7,5,2,1,10,6,8,1,652.4,True
2,4,4,9,1,10,2,0,1,4,1,4,2,7,1,5,1,3,2,6,1,622.9,False
2,1,3,1,1,2,6,0,2,7,0,3,5,7,2,1,2,3,4,7,1,627.8,True
5,2,1,10,10,8,9,5,1,8,3,5,10,7,7,5,1,10,6,10,2,718.3,True
3,5,4,4,2,4,4,5,1,8,7,10,5,8,10,3,2,2,3,3,0,661.7,False
5,3,6,5,6,4,2,2,2,6,2,6,5,6,1,0,2,6,5,5,2,667.3,True
5,2,10,3,2,10,2,1,1,8,3,4,1,7,10,2,2,3,3,8,1,665.4,False
1,1,5,10,6,10,10,5,2,6,10,10,10,8,2,3,2,10,10,10,0,751.8,True
2,4,4,2,1,2,3,0,1,4,3,5,2,6,3,3,2,2,4,4,1,617.8,True
0,1,9,10,6,10,6,5,2,7,7,8,6,8,1,1,2,10,8,10,0,736.1,True
2,5,5,5,8,7,6,2,2,4,4,8,0,7,3,5,1,5,1,3,1,620.3,True
0,4,1,2,3,2,2,0,1,5,2,2,1,8,9,10,2,8,2,8,0,595.5,True
3,2,10,10,7,5,10,5,1,8,5,3,5,6,2,2,2,10,4,10,0,734.7,False
4,3,1,8,10,10,2,0,2,9,1,2,1,8,0,4,2,6,2,4,2,651.6,False
3,3,2,4,2,3,4,4,1,8,4,3,4,7,10,10,2,10,4,7,2,648.2,True
1,2,4,7,2,4,4,0,1,7,1,1,2,8,3,7,2,10,0,5,1,636.1,False
3,5,3,5,5,3,10,1,1,10,10,8,10,5,0,2,1,5,10,10,0,699.8,True
2,3,3,3,1,10,1,1,2,6,3,8,1,8,0,1,2,4,2,6,3,640.9,True
3,3,10,6,10,10,1,4,2,4,0,7,2,8,0,3,2,5,1,7,2,676.4,False
2,2,4,7,4,6,3,2,1,9,5,8,5,8,2,4,2,5,5,6,0,688.5,True
5,3,5,10,10,10,4,5,1,9,2,10,5,7,0,1,2,10,3,10,3,748.2,True
4,3,1,3,10,10,5,2,2,7,6,10,2,9,10,7,2,10,3,2,1,661.9,True
4,2,7,8,10,10,5,5,1,6,3,3,10,6,7,3,1,8,10,10,3,716.0,False
5,0,8,10,10,10,10,5,2,10,10,6,10,8,4,0,2,10,8,10,2,778.2,True
3,1,10,8,3,6,5,1,1,9,7,10,10,8,0,0,2,2,10,6,1,734.8,True
2,1,10,10,10,10,10,4,2,8,7,5,5,5,2,0,2,10,8,5,3,734.9,False
1,2,1,3,2,8,3,1,1,3,2,3,1,8,2,2,1,6,3,2,1,616.1,True
4,1,0,4,3,10,3,1,1,10,6,9,0,7,2,0,2,5,5,10,3,697.0,False
4,4,10,10,4,10,6,4,2,8,3,4,5,6,4,7,2,5,4,4,1,675.4,True
4,1,8,4,10,5,10,5,2,3,5,5,10,7,0,7,2,10,5,10,2,718.3,False
4,3,1,4,5,4,1,3,1,7,6,7,1,8,0,1,1,3,5,7,2,659.4,True
5,0,0,0,0,3,0,0,2,7,0,7,10,7,0,0,1,2,1,10,1,626.9,True
1,2,2,3,3,6,3,1,2,3,1,4,1,8,3,2,2,2,2,1,1,604.4,True
2,3,10,10,10,10,10,5,1,5,5,10,10,8,0,1,2,10,5,5,2,760.3,False
2,1,6,5,4,10,2,1,1,8,4,2,5,7,0,1,2,5,7,5,2,687.1,False
2,3,4,10,8,6,8,2,1,5,2,4,6,7,4,1,2,10,0,3,2,682.4,False
0,0,1,3,2,8,1,4,2,5,0,1,3,6,0,0,1,0,6,10,0,620.4,True
3,4,2,3,1,3,2,5,2,6,3,8,1,7,10,1,2,1,1,2,2,610.1,False
1,1,2,5,10,5,5,3,1,8,2,6,6,6,0,0,1,5,10,3,0,680.9,False
2,2,3,6,6,10,4,2,1,6,3,7,4,7,5,5,2,2,7,4,2,671.1,False
3,2,3,5,7,10,4,2,1,5,2,7,5,7,2,4,2,6,4,5,2,683.0,False
4,1,3,8,8,10,9,5,1,3,6,6,5,8,6,1,1,10,5,10,3,717.0,False
4,3,3,3,5,10,1,4,2,8,1,8,10,8,0,1,2,5,2,10,3,688.5,False
1,4,4,2,1,5,1,1,2,6,1,3,1,6,0,3,1,5,0,10,2,593.6,True
2,4,8,5,3,6,2,1,2,3,3,5,5,7,3,0,2,3,2,7,1,638.4,True
3,2,7,2,6,2,4,3,2,5,2,4,3,6,0,2,2,4,1,5,3,643.1,False
3,5,0,1,0,8,0,0,1,10,1,8,0,7,0,10,2,3,0,10,3,622.0,True
2,3,3,6,2,8,4,1,1,4,3,2,4,6,0,4,2,2,1,10,2,649.5,False
2,3,10,2,1,6,0,4,1,5,2,6,0,7,0,3,2,3,1,7,2,653.9,False
2,3,3,3,4,3,4,2,1,9,2,6,1,7,0,4,2,3,5,7,3,657.3,False
2,3,6,5,4,7,4,5,2,8,3,5,2,6,0,1,2,3,1,10,2,667.1,False
3,5,3,1,0,10,2,5,1,0,0,10,0,7,5,10,2,10,1,5,1,632.6,False
5,4,10,6,1,4,1,5,1,4,0,8,0,7,0,4,2,8,0,3,2,666.2,False
3,4,1,2,5,10,2,4,2,10,1,5,1,8,9,2,2,5,5,10,2,648.8,True
3,3,10,10,6,10,6,2,1,2,2,8,2,8,5,0,2,4,0,8,1,691.9,False
2,3,2,2,0,2,3,0,2,6,1,4,8,7,0,2,2,5,1,10,1,626.3,True
1,2,10,2,0,1,2,0,2,3,0,2,0,9,0,4,1,2,0,10,1,588.9,False
2,3,4,6,9,3,0,1,2,8,1,1,4,7,5,1,1,2,1,7,2,608.7,True
2,1,5,4,5,2,4,2,2,6,1,1,4,9,0,2,1,3,2,2,1,617.6,True
2,4,1,2,3,10,10,4,2,10,1,2,1,8,8,4,2,10,2,10,2,651.6,True
5,1,4,10,4,10,3,5,1,8,3,10,7,5,0,1,2,2,4,4,0,718.9,True
5,1,6,10,5,10,8,1,1,7,10,10,7,5,2,2,2,4,4,5,0,729.1,True
2,0,5,2,6,2,8,3,2,4,4,1,8,6,0,1,2,8,1,10,3,671.4,False
4,2,2,5,2,8,4,0,1,5,5,1,3,7,8,3,1,2,3,5,1,622.3,False
1,0,1,10,10,7,2,0,1,7,3,1,4,7,10,1,1,4,3,2,1,634.2,False
4,3,2,5,5,5,2,5,1,2,6,2,8,7,2,3,2,4,6,9,1,682.0,False
3,1,5,4,10,7,4,3,1,9,4,3,8,6,2,2,1,10,3,5,1,688.8,False
4,4,8,6,8,5,3,5,1,2,2,4,0,7,7,0,2,3,1,3,2,656.9,False
3,3,10,6,5,10,6,3,2,5,2,2,0,7,0,1,2,7,2,1,3,661.6,False
5,1,7,5,10,8,4,5,1,10,2,10,10,8,0,3,2,10,8,5,1,755.2,False
5,2,10,10,5,5,5,2,1,10,3,5,10,7,10,3,2,4,5,3,1,697.9,False
2,0,10,10,6,4,3,5,2,6,3,1,2,7,0,0,1,10,2,6,3,671.6,False
1,5,10,5,5,2,6,4,1,5,6,10,3,6,4,3,1,5,3,9,1,663.0,True
1,1,2,6,3,4,4,1,1,10,3,2,3,8,0,0,2,5,5,7,3,672.0,True
5,3,10,10,5,3,2,3,1,2,0,8,1,5,7,10,2,10,4,7,1,665.8,False
5,1,5,4,7,4,5,3,1,8,1,6,2,8,0,1,1,8,4,8,1,688.1,True
0,4,0,8,5,5,5,5,2,7,6,6,5,8,3,0,2,10,10,3,1,677.9,True
5,3,10,10,10,4,8,5,1,5,3,8,0,7,0,1,2,4,8,10,2,734.2,False
5,0,2,6,2,5,5,0,1,5,6,6,10,8,2,1,1,8,7,10,0,694.9,True
3,5,8,2,3,4,5,5,1,5,5,5,5,6,5,1,1,7,5,5,1,656.9,False
